,pubdate,authors,title,fulljournalname,pubmed,doi,pmc
527,2016 Jan 25,"[{'name': 'Saunders CJ', 'authtype': 'Author'}, {'name': 'Jalali Sefid Dashti M', 'authtype': 'Author'}, {'name': 'Gamieldien J', 'authtype': 'Author'}]",Semantic interrogation of a multi knowledge domain ontological model of tendinopathy identifies four strong candidate risk genes,Scientific Reports,26804977,10.1038/srep19820,PMC4726433
528,2016 Jan 23,"[{'name': 'Lin CH', 'authtype': 'Author'}, {'name': 'Fann YC', 'authtype': 'Author'}, {'name': 'Liou DM', 'authtype': 'Author'}]",An exploratory study using an openEHR 2-level modeling approach to represent common data elements,Journal of the American Medical Informatics Association : JAMIA,26911823,10.1093/jamia/ocv137,PMC6375118
529,2016 Jan 19,"[{'name': 'Mullen J', 'authtype': 'Author'}, {'name': 'Cockell SJ', 'authtype': 'Author'}, {'name': 'Tipney H', 'authtype': 'Author'}, {'name': 'Woollard PM', 'authtype': 'Author'}, {'name': 'Wipat A', 'authtype': 'Author'}]",Mining integrated semantic networks for drug repositioning opportunities,PeerJ,26844016,10.7717/peerj.1558,PMC4736989
530,2016 Jan 19,"[{'name': 'Palomino M', 'authtype': 'Author'}, {'name': 'Taylor T', 'authtype': 'Author'}, {'name': 'Göker A', 'authtype': 'Author'}, {'name': 'Isaacs J', 'authtype': 'Author'}, {'name': 'Warber S', 'authtype': 'Author'}]",The Online Dissemination of Nature–Health Concepts: Lessons from Sentiment Analysis of Social Media Relating to “Nature-Deficit Disorder”,International Journal of Environmental Research and Public Health,26797628,10.3390/ijerph13010142,PMC4730533
531,2016 Jan 7,"[{'name': 'Wu Y', 'authtype': 'Author'}, {'name': 'Jin R', 'authtype': 'Author'}, {'name': 'Zhang X', 'authtype': 'Author'}]",Efficient and Exact Local Search for Random Walk Based Top-K Proximity Query in Large Graphs,IEEE transactions on knowledge and data engineering,30867621,10.1109/TKDE.2016.2515579,PMC6411071
532,2015 Dec 31,"[{'name': 'Kämpf M', 'authtype': 'Author'}, {'name': 'Tessenow E', 'authtype': 'Author'}, {'name': 'Kenett DY', 'authtype': 'Author'}, {'name': 'Kantelhardt JW', 'authtype': 'Author'}]",The Detection of Emerging Trends Using Wikipedia Traffic Data and Context Networks,PLoS ONE,26720074,10.1371/journal.pone.0141892,PMC4699901
533,2015 Dec 26,"[{'name': 'Bottomly D', 'authtype': 'Author'}, {'name': 'McWeeney SK', 'authtype': 'Author'}, {'name': 'Wilmot B', 'authtype': 'Author'}]",HitWalker2: visual analytics for precision medicine and beyond,Bioinformatics,26708334,10.1093/bioinformatics/btv739,PMC4824131
534,2015 Dec 17,"[{'name': 'Antal B', 'authtype': 'Author'}, {'name': 'Chessel A', 'authtype': 'Author'}, {'name': 'Carazo Salas RE', 'authtype': 'Author'}]",Mineotaur: a tool for high-content microscopy screen sharing and visual analytics,Genome Biology,26679168,10.1186/s13059-015-0836-5,PMC4699365
535,2015 Dec 14,"[{'name': 'Alocci D', 'authtype': 'Author'}, {'name': 'Mariethoz J', 'authtype': 'Author'}, {'name': 'Horlacher O', 'authtype': 'Author'}, {'name': 'Bolleman JT', 'authtype': 'Author'}, {'name': 'Campbell MP', 'authtype': 'Author'}, {'name': 'Lisacek F', 'authtype': 'Author'}]",Property Graph vs RDF Triple Store: A Comparison on Glycan Substructure Search,PLoS ONE,26656740,10.1371/journal.pone.0144578,PMC4684231
536,2015 Dec 12,"[{'name': 'Dai X', 'authtype': 'Author'}, {'name': 'Li J', 'authtype': 'Author'}, {'name': 'Liu T', 'authtype': 'Author'}, {'name': 'Zhao PX', 'authtype': 'Author'}]","HRGRN: A Graph Search-Empowered Integrative Database of Arabidopsis Signaling Transduction, Metabolism and Gene Regulation Networks",Plant and Cell Physiology,26657893,10.1093/pcp/pcv200,PMC4722177
537,2015 Dec 10,"[{'name': 'Del Vecchio F', 'authtype': 'Author'}, {'name': 'Gallo F', 'authtype': 'Author'}, {'name': 'Di Marco A', 'authtype': 'Author'}, {'name': 'Mastroiaco V', 'authtype': 'Author'}, {'name': 'Caianiello P', 'authtype': 'Author'}, {'name': 'Zazzeroni F', 'authtype': 'Author'}, {'name': 'Alesse E', 'authtype': 'Author'}, {'name': 'Tessitore A', 'authtype': 'Author'}]",Bioinformatics approach to predict target genes for dysregulated microRNAs in hepatocellular carcinoma: study on a chemically-induced HCC mouse model,BMC Bioinformatics,26652480,10.1186/s12859-015-0836-1,PMC4676132
538,2015 Dec,"[{'name': 'Utecht J', 'authtype': 'Author'}, {'name': 'Brochhausen M', 'authtype': 'Author'}]",Measuring the Usability of Triple Stores for Knowledge Management on Trauma Care Organizations,CEUR workshop proceedings,27013932,,PMC4803025
539,2015 Nov 17,"[{'name': 'Mariethoz J', 'authtype': 'Author'}, {'name': 'Khatib K', 'authtype': 'Author'}, {'name': 'Alocci D', 'authtype': 'Author'}, {'name': 'Campbell MP', 'authtype': 'Author'}, {'name': 'Karlsson NG', 'authtype': 'Author'}, {'name': 'Packer NH', 'authtype': 'Author'}, {'name': 'Mullen EH', 'authtype': 'Author'}, {'name': 'Lisacek F', 'authtype': 'Author'}]","SugarBindDB, a resource of glycan-mediated host–pathogen interactions",Nucleic Acids Research,26578555,10.1093/nar/gkv1247,PMC4702881
540,2015 Nov 5,"[{'name': 'Choquet R', 'authtype': 'Author'}, {'name': 'Maaroufi M', 'authtype': 'Author'}, {'name': 'Fonjallaz Y', 'authtype': 'Author'}, {'name': 'de Carrara A', 'authtype': 'Author'}, {'name': 'Vandenbussche PY', 'authtype': 'Author'}, {'name': 'Dhombres F', 'authtype': 'Author'}, {'name': 'Landais P', 'authtype': 'Author'}]",LORD: a phenotype-genotype semantically integrated biomedical data tool to support rare disease diagnosis coding in health information systems,AMIA Annual Symposium Proceedings,26958175,,PMC4765596
541,2015 Sep 22,"[{'name': 'Kim S', 'authtype': 'Author'}, {'name': 'Thiessen PA', 'authtype': 'Author'}, {'name': 'Bolton EE', 'authtype': 'Author'}, {'name': 'Chen J', 'authtype': 'Author'}, {'name': 'Fu G', 'authtype': 'Author'}, {'name': 'Gindulyte A', 'authtype': 'Author'}, {'name': 'Han L', 'authtype': 'Author'}, {'name': 'He J', 'authtype': 'Author'}, {'name': 'He S', 'authtype': 'Author'}, {'name': 'Shoemaker BA', 'authtype': 'Author'}, {'name': 'Wang J', 'authtype': 'Author'}, {'name': 'Yu B', 'authtype': 'Author'}, {'name': 'Zhang J', 'authtype': 'Author'}, {'name': 'Bryant SH', 'authtype': 'Author'}]",PubChem Substance and Compound databases,Nucleic Acids Research,26400175,10.1093/nar/gkv951,PMC4702940
542,2015 Sep 18,"[{'name': 'Preusse M', 'authtype': 'Author'}, {'name': 'Marr C', 'authtype': 'Author'}, {'name': 'Saunders S', 'authtype': 'Author'}, {'name': 'Maticzka D', 'authtype': 'Author'}, {'name': 'Lickert H', 'authtype': 'Author'}, {'name': 'Backofen R', 'authtype': 'Author'}, {'name': 'Theis F', 'authtype': 'Author'}]",SimiRa: A tool to identify coregulation between microRNAs and RNA-binding proteins,RNA Biology,26383775,10.1080/15476286.2015.1068496,PMC4615630
543,2015 Sep 18,"[{'name': 'Hinchliff CE', 'authtype': 'Author'}, {'name': 'Smith SA', 'authtype': 'Author'}, {'name': 'Allman JF', 'authtype': 'Author'}, {'name': 'Burleigh JG', 'authtype': 'Author'}, {'name': 'Chaudhary R', 'authtype': 'Author'}, {'name': 'Coghill LM', 'authtype': 'Author'}, {'name': 'Crandall KA', 'authtype': 'Author'}, {'name': 'Deng J', 'authtype': 'Author'}, {'name': 'Drew BT', 'authtype': 'Author'}, {'name': 'Gazis R', 'authtype': 'Author'}, {'name': 'Gude K', 'authtype': 'Author'}, {'name': 'Hibbett DS', 'authtype': 'Author'}, {'name': 'Katz LA', 'authtype': 'Author'}, {'name': 'Laughinghouse HD IV', 'authtype': 'Author'}, {'name': 'McTavish EJ', 'authtype': 'Author'}, {'name': 'Midford PE', 'authtype': 'Author'}, {'name': 'Owen CL', 'authtype': 'Author'}, {'name': 'Ree RH', 'authtype': 'Author'}, {'name': 'Rees JA', 'authtype': 'Author'}, {'name': 'Soltis DE', 'authtype': 'Author'}, {'name': 'Williams T', 'authtype': 'Author'}, {'name': 'Cranston KA', 'authtype': 'Author'}]",Synthesis of phylogeny and taxonomy into a comprehensive tree of life,Proceedings of the National Academy of Sciences of the United States of America,26385966,10.1073/pnas.1423041112,PMC4611642
544,2015 Sep 8,"[{'name': 'Mungall CJ', 'authtype': 'Author'}, {'name': 'Washington NL', 'authtype': 'Author'}, {'name': 'Nguyen-Xuan J', 'authtype': 'Author'}, {'name': 'Condit C', 'authtype': 'Author'}, {'name': 'Smedley D', 'authtype': 'Author'}, {'name': 'Köhler S', 'authtype': 'Author'}, {'name': 'Groza T', 'authtype': 'Author'}, {'name': 'Shefchek K', 'authtype': 'Author'}, {'name': 'Hochheiser H', 'authtype': 'Author'}, {'name': 'Robinson PN', 'authtype': 'Author'}, {'name': 'Lewis SE', 'authtype': 'Author'}, {'name': 'Haendel MA', 'authtype': 'Author'}]",Use of Model Organism and Disease Databases to Support Matchmaking for Human Disease Gene Discovery,Human mutation,26269093,10.1002/humu.22857,PMC5473253
545,2015 Sep 7,"[{'name': 'Wanichthanarak K', 'authtype': 'Author'}, {'name': 'Fahrmann JF', 'authtype': 'Author'}, {'name': 'Grapov D', 'authtype': 'Author'}]","Genomic, Proteomic, and Metabolomic Data Integration Strategies",Biomarker Insights,26396492,10.4137/BMI.S29511,PMC4562606
546,2015 Aug 12,"[{'name': 'Summer G', 'authtype': 'Author'}, {'name': 'Kelder T', 'authtype': 'Author'}, {'name': 'Ono K', 'authtype': 'Author'}, {'name': 'Radonjic M', 'authtype': 'Author'}, {'name': 'Heymans S', 'authtype': 'Author'}, {'name': 'Demchak B', 'authtype': 'Author'}]",cyNeo4j: connecting Neo4j and Cytoscape,Bioinformatics,26272981,10.1093/bioinformatics/btv460,PMC4653389
547,2015 Jul 17,"[{'name': 'Asiaee AH', 'authtype': 'Author'}, {'name': 'Minning T', 'authtype': 'Author'}, {'name': 'Doshi P', 'authtype': 'Author'}, {'name': 'Tarleton RL', 'authtype': 'Author'}]",A framework for ontology-based question answering with application to parasite immunology,Journal of Biomedical Semantics,26185615,10.1186/s13326-015-0029-x,PMC4504081
548,2015 Jun 15,"[{'name': 'Çelik D', 'authtype': 'Author'}]",FoodWiki: Ontology-Driven Mobile Safe Food Consumption System,The Scientific World Journal,26221624,10.1155/2015/475410,PMC4496660
549,2015 Jun 8,"[{'name': 'Kamdar MR', 'authtype': 'Author'}, {'name': 'Dumontier M', 'authtype': 'Author'}]",An Ebola virus-centered knowledge base,Database: The Journal of Biological Databases and Curation,26055098,10.1093/database/bav049,PMC4460400
550,2015 Jun 1,"[{'name': 'de Brevern AG', 'authtype': 'Author'}, {'name': 'Meyniel JP', 'authtype': 'Author'}, {'name': 'Fairhead C', 'authtype': 'Author'}, {'name': 'Neuvéglise C', 'authtype': 'Author'}, {'name': 'Malpertuy A', 'authtype': 'Author'}]",Trends in IT Innovation to Build a Next Generation Bioinformatics Solution to Manage and Analyse Biological Big Data Produced by NGS Technologies,BioMed Research International,26125026,10.1155/2015/904541,PMC4466500
551,2015 Jun 1,"[{'name': 'Chiang K', 'authtype': 'Author'}, {'name': 'Shu J', 'authtype': 'Author'}, {'name': 'Zempleni J', 'authtype': 'Author'}, {'name': 'Cui J', 'authtype': 'Author'}]",Dietary MicroRNA Database (DMD): An Archive Database and Analytic Tool for Food-Borne microRNAs,PLoS ONE,26030752,10.1371/journal.pone.0128089,PMC4451068
552,2015 May 4,"[{'name': 'McTavish EJ', 'authtype': 'Author'}, {'name': 'Hinchliff CE', 'authtype': 'Author'}, {'name': 'Allman JF', 'authtype': 'Author'}, {'name': 'Brown JW', 'authtype': 'Author'}, {'name': 'Cranston KA', 'authtype': 'Author'}, {'name': 'Holder MT', 'authtype': 'Author'}, {'name': 'Rees JA', 'authtype': 'Author'}, {'name': 'Smith SA', 'authtype': 'Author'}]",Phylesystem: a git-based data store for community-curated phylogenetic estimates,Bioinformatics,25940563,10.1093/bioinformatics/btv276,PMC4547614
553,2015 Apr 23,"[{'name': 'Livingston KM', 'authtype': 'Author'}, {'name': 'Bada M', 'authtype': 'Author'}, {'name': 'Baumgartner WA Jr', 'authtype': 'Author'}, {'name': 'Hunter LE', 'authtype': 'Author'}]",KaBOB: ontology-based semantic integration of biomedical databases,BMC Bioinformatics,25903923,10.1186/s12859-015-0559-3,PMC4448321
554,2015 Apr 10,"[{'name': 'Hoehndorf R', 'authtype': 'Author'}, {'name': 'Schofield PN', 'authtype': 'Author'}, {'name': 'Gkoutos GV', 'authtype': 'Author'}]",The role of ontologies in biological and biomedical research: a functional perspective,Briefings in Bioinformatics,25863278,10.1093/bib/bbv011,PMC4652617
555,2015 Mar 8,"[{'name': 'Henkel R', 'authtype': 'Author'}, {'name': 'Wolkenhauer O', 'authtype': 'Author'}, {'name': 'Waltemath D', 'authtype': 'Author'}]","Combining computational models, semantic annotations and simulation experiments in a graph database",Database: The Journal of Biological Databases and Curation,25754863,10.1093/database/bau130,PMC4352687
556,2015 Mar,"[{'name': 'Kuck J', 'authtype': 'Author'}, {'name': 'Zhuang H', 'authtype': 'Author'}, {'name': 'Yan X', 'authtype': 'Author'}, {'name': 'Cam H', 'authtype': 'Author'}, {'name': 'Han J', 'authtype': 'Author'}]",Query-Based Outlier Detection in Heterogeneous Information Networks,Advances in database technology : proceedings. International Conference on Extending Database Technology,27064397,10.5441/002/edbt.2015.29,PMC4825692
557,2015 Feb 27,"[{'name': 'Land M', 'authtype': 'Author'}, {'name': 'Hauser L', 'authtype': 'Author'}, {'name': 'Jun SR', 'authtype': 'Author'}, {'name': 'Nookaew I', 'authtype': 'Author'}, {'name': 'Leuze MR', 'authtype': 'Author'}, {'name': 'Ahn TH', 'authtype': 'Author'}, {'name': 'Karpinets T', 'authtype': 'Author'}, {'name': 'Lund O', 'authtype': 'Author'}, {'name': 'Kora G', 'authtype': 'Author'}, {'name': 'Wassenaar T', 'authtype': 'Author'}, {'name': 'Poudel S', 'authtype': 'Author'}, {'name': 'Ussery DW', 'authtype': 'Author'}]",Insights from 20 years of bacterial genome sequencing,Functional & Integrative Genomics,25722247,10.1007/s10142-015-0433-4,PMC4361730
558,2015 Feb 20,"[{'name': 'Soulakis ND', 'authtype': 'Author'}, {'name': 'Carson MB', 'authtype': 'Author'}, {'name': 'Lee YJ', 'authtype': 'Author'}, {'name': 'Schneider DH', 'authtype': 'Author'}, {'name': 'Skeehan CT', 'authtype': 'Author'}, {'name': 'Scholtens DM', 'authtype': 'Author'}]",Visualizing collaborative electronic health record usage for hospitalized patients with heart failure,Journal of the American Medical Informatics Association : JAMIA,25710558,10.1093/jamia/ocu017,PMC4394967
559,2015 Feb 19,"[{'name': 'Owen CL', 'authtype': 'Author'}, {'name': 'Bracken-Grissom H', 'authtype': 'Author'}, {'name': 'Stern D', 'authtype': 'Author'}, {'name': 'Crandall KA', 'authtype': 'Author'}]",A synthetic phylogeny of freshwater crayfish: insights for conservation,Philosophical Transactions of the Royal Society B: Biological Sciences,25561670,10.1098/rstb.2014.0009,PMC4290423
560,2015 Feb 9,"[{'name': 'Mina E', 'authtype': 'Author'}, {'name': 'Thompson M', 'authtype': 'Author'}, {'name': 'Kaliyaperumal R', 'authtype': 'Author'}, {'name': 'Zhao J', 'authtype': 'Author'}, {'name': 'der Horst VE', 'authtype': 'Author'}, {'name': 'Tatum Z', 'authtype': 'Author'}, {'name': 'Hettne KM', 'authtype': 'Author'}, {'name': 'Schultes EA', 'authtype': 'Author'}, {'name': 'Mons B', 'authtype': 'Author'}, {'name': 'Roos M', 'authtype': 'Author'}]",Nanopublications for exposing experimental data in the life-sciences: a Huntington’s Disease case study,Journal of Biomedical Semantics,26464783,10.1186/2041-1480-6-5,PMC4603842
561,2015 Feb 5,"[{'name': 'Wang R', 'authtype': 'Author'}, {'name': 'Perez-Riverol Y', 'authtype': 'Author'}, {'name': 'Hermjakob H', 'authtype': 'Author'}, {'name': 'Vizcaíno JA', 'authtype': 'Author'}]",Open source libraries and frameworks for biological data visualisation: A guide for developers,Proteomics,25475079,10.1002/pmic.201400377,PMC4409855
562,2015 Jan 29,"[{'name': 'Li L', 'authtype': 'Author'}, {'name': 'Hur M', 'authtype': 'Author'}, {'name': 'Lee JY', 'authtype': 'Author'}, {'name': 'Zhou W', 'authtype': 'Author'}, {'name': 'Song Z', 'authtype': 'Author'}, {'name': 'Ransom N', 'authtype': 'Author'}, {'name': 'Demirkale CY', 'authtype': 'Author'}, {'name': 'Nettleton D', 'authtype': 'Author'}, {'name': 'Westgate M', 'authtype': 'Author'}, {'name': 'Arendsee Z', 'authtype': 'Author'}, {'name': 'Iyer V', 'authtype': 'Author'}, {'name': 'Shanks J', 'authtype': 'Author'}, {'name': 'Nikolau B', 'authtype': 'Author'}, {'name': 'Wurtele ES', 'authtype': 'Author'}]",A systems biology approach toward understanding seed composition in soybean,BMC Genomics,25708381,10.1186/1471-2164-16-S3-S9,PMC4331812
563,2015 Jan 5,"[{'name': 'Lizio M', 'authtype': 'Author'}, {'name': 'Harshbarger J', 'authtype': 'Author'}, {'name': 'Shimoji H', 'authtype': 'Author'}, {'name': 'Severin J', 'authtype': 'Author'}, {'name': 'Kasukawa T', 'authtype': 'Author'}, {'name': 'Sahin S', 'authtype': 'Author'}, {'name': 'Abugessaisa I', 'authtype': 'Author'}, {'name': 'Fukuda S', 'authtype': 'Author'}, {'name': 'Hori F', 'authtype': 'Author'}, {'name': 'Ishikawa-Kato S', 'authtype': 'Author'}, {'name': 'Mungall CJ', 'authtype': 'Author'}, {'name': 'Arner E', 'authtype': 'Author'}, {'name': 'Baillie JK', 'authtype': 'Author'}, {'name': 'Bertin N', 'authtype': 'Author'}, {'name': 'Bono H', 'authtype': 'Author'}, {'name': 'de Hoon M', 'authtype': 'Author'}, {'name': 'Diehl AD', 'authtype': 'Author'}, {'name': 'Dimont E', 'authtype': 'Author'}, {'name': 'Freeman TC', 'authtype': 'Author'}, {'name': 'Fujieda K', 'authtype': 'Author'}, {'name': 'Hide W', 'authtype': 'Author'}, {'name': 'Kaliyaperumal R', 'authtype': 'Author'}, {'name': 'Katayama T', 'authtype': 'Author'}, {'name': 'Lassmann T', 'authtype': 'Author'}, {'name': 'Meehan TF', 'authtype': 'Author'}, {'name': 'Nishikata K', 'authtype': 'Author'}, {'name': 'Ono H', 'authtype': 'Author'}, {'name': 'Rehli M', 'authtype': 'Author'}, {'name': 'Sandelin A', 'authtype': 'Author'}, {'name': 'Schultes EA', 'authtype': 'Author'}, {'name': '‘t Hoen PA', 'authtype': 'Author'}, {'name': 'Tatum Z', 'authtype': 'Author'}, {'name': 'Thompson M', 'authtype': 'Author'}, {'name': 'Toyoda T', 'authtype': 'Author'}, {'name': 'Wright DW', 'authtype': 'Author'}, {'name': 'Daub CO', 'authtype': 'Author'}, {'name': 'Itoh M', 'authtype': 'Author'}, {'name': 'Carninci P', 'authtype': 'Author'}, {'name': 'Hayashizaki Y', 'authtype': 'Author'}, {'name': 'Forrest AR', 'authtype': 'Author'}, {'name': 'Kawaji H', 'authtype': 'Author'}, {'name': 'the FANTOM consortium', 'authtype': 'CollectiveName'}]",Gateways to the FANTOM5 promoter level mammalian expression atlas,Genome Biology,25723102,10.1186/s13059-014-0560-6,PMC4310165
564,2014 Dec 10,"[{'name': 'Venkatesan A', 'authtype': 'Author'}, {'name': 'Tripathi S', 'authtype': 'Author'}, {'name': 'Sanz de Galdeano A', 'authtype': 'Author'}, {'name': 'Blondé W', 'authtype': 'Author'}, {'name': 'Lægreid A', 'authtype': 'Author'}, {'name': 'Mironov V', 'authtype': 'Author'}, {'name': 'Kuiper M', 'authtype': 'Author'}]",Finding gene regulatory network candidates using the gene expression knowledge base,BMC Bioinformatics,25490885,10.1186/s12859-014-0386-y,PMC4279962
565,2014 Dec 10,"[{'name': 'Bonnici V', 'authtype': 'Author'}, {'name': 'Russo F', 'authtype': 'Author'}, {'name': 'Bombieri N', 'authtype': 'Author'}, {'name': 'Pulvirenti A', 'authtype': 'Author'}, {'name': 'Giugno R', 'authtype': 'Author'}]",Comprehensive Reconstruction and Visualization of Non-Coding Regulatory Networks in Human,Frontiers in Bioengineering and Biotechnology,25540777,10.3389/fbioe.2014.00069,PMC4261811
