,Date,Author,Title,Publication Title,PMID,DOI,PMCID,Link Attachments
577,2016 Nov 12,"Penha ED, Iriabho E, Dussaq A, de Oliveira DM, Almeida JS",Isomorphic semantic mapping of variant call format (VCF2RDF),Bioinformatics,27797761,10.1093/bioinformatics/btw652,PMC6041975,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6041975
578,2016 Nov 8,"Carson MB, Scholtens DM, Frailey CN, Gravenor SJ, Powell ES, Wang AY, Kricke GS, Ahmad FS, Mutharasan RK, Soulakis ND",Characterizing Teamwork in Cardiovascular Care Outcomes: A Network Analytics Approach,Circulation. Cardiovascular quality and outcomes,28051772,10.1161/CIRCOUTCOMES.116.003041,PMC5217475,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5217475
579,2016 Nov 1,"Minadakis N, Marketakis Y, Doerr M, Bekiari C, Papadakos P, Gougousis A, Bailly N, Arvanitidis C",LifeWatch Greece data-services: Discovering Biodiversity Data using Semantic Web Technologies,Biodiversity Data Journal,27932908,10.3897/BDJ.4.e8443,PMC5136645,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5136645
580,2016 Oct 17,"Duque-Ramos A, Quesada-Martínez M, Iniesta-Moreno M, Fernández-Breis JT, Stevens R",Supporting the analysis of ontology evolution processes through the combination of static and dynamic scaling functions in OQuaRE,Journal of Biomedical Semantics,27751176,10.1186/s13326-016-0091-z,PMC5067895,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5067895
581,2016 Oct 5,"Carson MB, Scholtens DM, Frailey CN, Gravenor SJ, Kricke GE, Soulakis ND",An Outcome-Weighted Network Model for Characterizing Collaboration,PLoS ONE,27706199,10.1371/journal.pone.0163861,PMC5051930,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5051930
582,2016 Aug 12,"Liu Q, Ding C, Chu Y, Chen J, Zhang W, Zhang B, Huang Q, Su X",PoplarGene: poplar gene network and resource for mining functional information for genes from woody plants,Scientific Reports,27515999,10.1038/srep31356,PMC4981870,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4981870
583,2016 Aug 5,Kim S,Getting the Most out of PubChem for Virtual Screening,Expert opinion on drug discovery,27454129,10.1080/17460441.2016.1216967,PMC5045798,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045798
584,2016 Aug 2,"Chang J, Cho H, Chou HH",Mango: combining and analyzing heterogeneous biological networks,BioData Mining,27489569,10.1186/s13040-016-0105-5,PMC4971676,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4971676
585,2016 Jul 20,"Post AR, Pai AK, Willard R, May BJ, West AC, Agravat S, Granite SJ, Winslow RL, Stephens DS",Metadata-driven Clinical Data Loading into i2b2 for Clinical and Translational Science Institutes,AMIA Summits on Translational Science Proceedings,27570667,both_none_716,PMC5001768,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5001768
586,2016 Jul 20,"Ong E, He Y","Community-based Ontology Development, Annotation and Discussion with MediaWiki extension Ontokiwi and Ontokiwi-based Ontobedia",AMIA Summits on Translational Science Proceedings,27570653,both_none_717,PMC5001762,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5001762
587,2016 Jul 8,"Yoo MJ, Grozel C, Kiritsis D",Closed-Loop Lifecycle Management of Service and Product in the Internet of Things: Semantic Framework for Knowledge Integration,"Sensors (Basel, Switzerland)",27399717,10.3390/s16071053,PMC4970100,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4970100
588,2016 Jul 4,"Partl C, Gratzl S, Streit M, Wassermann AM, Pfister H, Schmalstieg D, Lex A",Pathfinder: Visual Analysis of Paths in Graphs,Computer graphics forum : journal of the European Association for Computer Graphics,27942090,10.1111/cgf.12883,PMC5146994,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5146994
589,2016 Jun 6,"Galgonek J, Hurt T, Michlíková V, Onderka P, Schwarz J, Vondrášek J",Advanced SPARQL querying in small molecule databases,Journal of Cheminformatics,27275187,10.1186/s13321-016-0144-4,PMC4893829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4893829
590,2016 Jun,"Pienta R, Navathe S, Tamersoy A, Tong H, Endert A, Chau DH",VISAGE: Interactive Visual Graph Querying,AVI : proceedings of the Workshop on Advanced Visual Interfaces. AVI (Conference),28553670,10.1145/2909132.2909246,PMC5444304,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5444304
591,2016 May 23,"Batarfi O, Elshawi R, Fayoumi A, Barnawi A, Sakr S",A distributed query execution engine of big attributed graphs,SpringerPlus,27350905,10.1186/s40064-016-2251-0,PMC4899405,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4899405
592,2016 May 12,"Rodríguez-Iglesias A, Rodríguez-González A, Irvine AG, Sesma A, Urban M, Hammond-Kosack KE, Wilkinson MD",Publishing FAIR Data: An Exemplar Methodology Utilizing PHI-Base,Frontiers in Plant Science,27433158,10.3389/fpls.2016.00641,PMC4922217,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4922217
593,2016 May 2,"Brochhausen M, Zheng J, Birtwell D, Williams H, Masci AM, Ellis HJ, Stoeckert CJ Jr",OBIB-a novel ontology for biobanking,Journal of Biomedical Semantics,27148435,10.1186/s13326-016-0068-y,PMC4855778,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4855778
594,2016 May,"Hogan B, Melville JR, Philips GL II, Janulis P, Contractor N, Mustanski BS, Birkett M",Evaluating the Paper-to-Screen Translation of Participant-Aided Sociograms with High-Risk Participants,Proceedings of the SIGCHI conference on human factors in computing systems . CHI Conference,28018995,10.1145/2858036.2858368,PMC5176260,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5176260
595,2016 Apr 27,"Zhou Y, De S, Wang W, Moessner K",Search Techniques for the Web of Things: A Taxonomy and Survey,"Sensors (Basel, Switzerland)",27128918,10.3390/s16050600,PMC4883291,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4883291
596,2016 Apr 20,"Chełkowski T, Gloor P, Jemielniak D",Inequalities in Open Source Software Development: Analysis of Contributor’s Commits in Apache Software Foundation Projects,PLoS ONE,27096157,10.1371/journal.pone.0152976,PMC4838325,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4838325
597,2016 Mar 22,"Queralt-Rosinach N, Piñero J, Bravo À, Sanz F, Furlong LI",DisGeNET-RDF: harnessing the innovative power of the Semantic Web to explore the genetic basis of diseases,Bioinformatics,27153650,10.1093/bioinformatics/btw214,PMC4937199,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4937199
598,2016 Mar 1,"Chard K, Lidman M, McCollam B, Bryan J, Ananthakrishnan R, Tuecke S, Foster I","Globus Nexus: A Platform-as-a-Service Provider of Research Identity, Profile, and Group Management",Future generations computer systems : FGCS,26688598,10.1016/j.future.2015.09.006,PMC4681010,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4681010
599,2016 Feb 14,"Shameer K, Badgeley MA, Miotto R, Glicksberg BS, Morgan JW, Dudley JT","Translational bioinformatics in the era of real-time biomedical, health care and wellness data streams",Briefings in Bioinformatics,26876889,10.1093/bib/bbv118,PMC5221424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5221424
600,2016 Jan 23,"Lin CH, Fann YC, Liou DM",An exploratory study using an openEHR 2-level modeling approach to represent common data elements,Journal of the American Medical Informatics Association : JAMIA,26911823,10.1093/jamia/ocv137,PMC6375118,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6375118
601,2016 Jan 19,"Mullen J, Cockell SJ, Tipney H, Woollard PM, Wipat A",Mining integrated semantic networks for drug repositioning opportunities,PeerJ,26844016,10.7717/peerj.1558,PMC4736989,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4736989
602,2016 Jan 19,"Palomino M, Taylor T, Göker A, Isaacs J, Warber S",The Online Dissemination of Nature–Health Concepts: Lessons from Sentiment Analysis of Social Media Relating to “Nature-Deficit Disorder”,International Journal of Environmental Research and Public Health,26797628,10.3390/ijerph13010142,PMC4730533,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4730533
603,2016 Jan 7,"Wu Y, Jin R, Zhang X",Efficient and Exact Local Search for Random Walk Based Top-K Proximity Query in Large Graphs,IEEE transactions on knowledge and data engineering,30867621,10.1109/TKDE.2016.2515579,PMC6411071,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6411071
604,2015 Dec 31,"Kämpf M, Tessenow E, Kenett DY, Kantelhardt JW",The Detection of Emerging Trends Using Wikipedia Traffic Data and Context Networks,PLoS ONE,26720074,10.1371/journal.pone.0141892,PMC4699901,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4699901
605,2015 Dec 17,"Antal B, Chessel A, Carazo Salas RE",Mineotaur: a tool for high-content microscopy screen sharing and visual analytics,Genome Biology,26679168,10.1186/s13059-015-0836-5,PMC4699365,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4699365
606,2015 Dec 10,"Del Vecchio F, Gallo F, Di Marco A, Mastroiaco V, Caianiello P, Zazzeroni F, Alesse E, Tessitore A",Bioinformatics approach to predict target genes for dysregulated microRNAs in hepatocellular carcinoma: study on a chemically-induced HCC mouse model,BMC Bioinformatics,26652480,10.1186/s12859-015-0836-1,PMC4676132,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4676132
607,2015 Dec,"Utecht J, Brochhausen M",Measuring the Usability of Triple Stores for Knowledge Management on Trauma Care Organizations,CEUR workshop proceedings,27013932,both_none_744,PMC4803025,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4803025
608,2015 Nov 17,"Mariethoz J, Khatib K, Alocci D, Campbell MP, Karlsson NG, Packer NH, Mullen EH, Lisacek F","SugarBindDB, a resource of glycan-mediated host–pathogen interactions",Nucleic Acids Research,26578555,10.1093/nar/gkv1247,PMC4702881,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4702881
609,2015 Nov 5,"Choquet R, Maaroufi M, Fonjallaz Y, de Carrara A, Vandenbussche PY, Dhombres F, Landais P",LORD: a phenotype-genotype semantically integrated biomedical data tool to support rare disease diagnosis coding in health information systems,AMIA Annual Symposium Proceedings,26958175,both_none_746,PMC4765596,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4765596
610,2015 Sep 22,"Kim S, Thiessen PA, Bolton EE, Chen J, Fu G, Gindulyte A, Han L, He J, He S, Shoemaker BA, Wang J, Yu B, Zhang J, Bryant SH",PubChem Substance and Compound databases,Nucleic Acids Research,26400175,10.1093/nar/gkv951,PMC4702940,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4702940
611,2015 Sep 18,"Preusse M, Marr C, Saunders S, Maticzka D, Lickert H, Backofen R, Theis F",SimiRa: A tool to identify coregulation between microRNAs and RNA-binding proteins,RNA Biology,26383775,10.1080/15476286.2015.1068496,PMC4615630,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4615630
612,2015 Sep 18,"Hinchliff CE, Smith SA, Allman JF, Burleigh JG, Chaudhary R, Coghill LM, Crandall KA, Deng J, Drew BT, Gazis R, Gude K, Hibbett DS, Katz LA, Laughinghouse HD IV, McTavish EJ, Midford PE, Owen CL, Ree RH, Rees JA, Soltis DE, Williams T, Cranston KA",Synthesis of phylogeny and taxonomy into a comprehensive tree of life,Proceedings of the National Academy of Sciences of the United States of America,26385966,10.1073/pnas.1423041112,PMC4611642,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4611642
613,2015 Sep 8,"Mungall CJ, Washington NL, Nguyen-Xuan J, Condit C, Smedley D, Köhler S, Groza T, Shefchek K, Hochheiser H, Robinson PN, Lewis SE, Haendel MA",Use of Model Organism and Disease Databases to Support Matchmaking for Human Disease Gene Discovery,Human mutation,26269093,10.1002/humu.22857,PMC5473253,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5473253
614,2015 Sep 7,"Wanichthanarak K, Fahrmann JF, Grapov D","Genomic, Proteomic, and Metabolomic Data Integration Strategies",Biomarker Insights,26396492,10.4137/BMI.S29511,PMC4562606,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4562606
615,2015 Jul 17,"Asiaee AH, Minning T, Doshi P, Tarleton RL",A framework for ontology-based question answering with application to parasite immunology,Journal of Biomedical Semantics,26185615,10.1186/s13326-015-0029-x,PMC4504081,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4504081
616,2015 Jun 15,Çelik D,FoodWiki: Ontology-Driven Mobile Safe Food Consumption System,The Scientific World Journal,26221624,10.1155/2015/475410,PMC4496660,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4496660
617,2015 Jun 8,"Kamdar MR, Dumontier M",An Ebola virus-centered knowledge base,Database: The Journal of Biological Databases and Curation,26055098,10.1093/database/bav049,PMC4460400,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4460400
618,2015 Jun 1,"de Brevern AG, Meyniel JP, Fairhead C, Neuvéglise C, Malpertuy A",Trends in IT Innovation to Build a Next Generation Bioinformatics Solution to Manage and Analyse Biological Big Data Produced by NGS Technologies,BioMed Research International,26125026,10.1155/2015/904541,PMC4466500,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4466500
619,2015 Jun 1,"Chiang K, Shu J, Zempleni J, Cui J",Dietary MicroRNA Database (DMD): An Archive Database and Analytic Tool for Food-Borne microRNAs,PLoS ONE,26030752,10.1371/journal.pone.0128089,PMC4451068,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4451068
620,2015 May 4,"McTavish EJ, Hinchliff CE, Allman JF, Brown JW, Cranston KA, Holder MT, Rees JA, Smith SA",Phylesystem: a git-based data store for community-curated phylogenetic estimates,Bioinformatics,25940563,10.1093/bioinformatics/btv276,PMC4547614,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4547614
621,2015 Apr 23,"Livingston KM, Bada M, Baumgartner WA Jr, Hunter LE",KaBOB: ontology-based semantic integration of biomedical databases,BMC Bioinformatics,25903923,10.1186/s12859-015-0559-3,PMC4448321,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4448321
622,2015 Apr 10,"Hoehndorf R, Schofield PN, Gkoutos GV",The role of ontologies in biological and biomedical research: a functional perspective,Briefings in Bioinformatics,25863278,10.1093/bib/bbv011,PMC4652617,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4652617
623,2015 Mar,"Kuck J, Zhuang H, Yan X, Cam H, Han J",Query-Based Outlier Detection in Heterogeneous Information Networks,Advances in database technology : proceedings. International Conference on Extending Database Technology,27064397,10.5441/002/edbt.2015.29,PMC4825692,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4825692
624,2015 Feb 27,"Land M, Hauser L, Jun SR, Nookaew I, Leuze MR, Ahn TH, Karpinets T, Lund O, Kora G, Wassenaar T, Poudel S, Ussery DW",Insights from 20 years of bacterial genome sequencing,Functional & Integrative Genomics,25722247,10.1007/s10142-015-0433-4,PMC4361730,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4361730
625,2015 Feb 19,"Owen CL, Bracken-Grissom H, Stern D, Crandall KA",A synthetic phylogeny of freshwater crayfish: insights for conservation,Philosophical Transactions of the Royal Society B: Biological Sciences,25561670,10.1098/rstb.2014.0009,PMC4290423,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4290423
626,2015 Feb 9,"Mina E, Thompson M, Kaliyaperumal R, Zhao J, der Horst VE, Tatum Z, Hettne KM, Schultes EA, Mons B, Roos M",Nanopublications for exposing experimental data in the life-sciences: a Huntington’s Disease case study,Journal of Biomedical Semantics,26464783,10.1186/2041-1480-6-5,PMC4603842,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4603842
627,2015 Feb 5,"Wang R, Perez-Riverol Y, Hermjakob H, Vizcaíno JA",Open source libraries and frameworks for biological data visualisation: A guide for developers,Proteomics,25475079,10.1002/pmic.201400377,PMC4409855,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4409855
628,2015 Jan 29,"Li L, Hur M, Lee JY, Zhou W, Song Z, Ransom N, Demirkale CY, Nettleton D, Westgate M, Arendsee Z, Iyer V, Shanks J, Nikolau B, Wurtele ES",A systems biology approach toward understanding seed composition in soybean,BMC Genomics,25708381,10.1186/1471-2164-16-S3-S9,PMC4331812,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4331812
629,2015 Jan 5,"Lizio M, Harshbarger J, Shimoji H, Severin J, Kasukawa T, Sahin S, Abugessaisa I, Fukuda S, Hori F, Ishikawa-Kato S, Mungall CJ, Arner E, Baillie JK, Bertin N, Bono H, de Hoon M, Diehl AD, Dimont E, Freeman TC, Fujieda K, Hide W, Kaliyaperumal R, Katayama T, Lassmann T, Meehan TF, Nishikata K, Ono H, Rehli M, Sandelin A, Schultes EA, ‘t Hoen PA, Tatum Z, Thompson M, Toyoda T, Wright DW, Daub CO, Itoh M, Carninci P, Hayashizaki Y, Forrest AR, Kawaji H, the FANTOM consortium",Gateways to the FANTOM5 promoter level mammalian expression atlas,Genome Biology,25723102,10.1186/s13059-014-0560-6,PMC4310165,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4310165
630,2014 Dec 10,"Venkatesan A, Tripathi S, Sanz de Galdeano A, Blondé W, Lægreid A, Mironov V, Kuiper M",Finding gene regulatory network candidates using the gene expression knowledge base,BMC Bioinformatics,25490885,10.1186/s12859-014-0386-y,PMC4279962,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4279962
631,2014 Dec 10,"Bonnici V, Russo F, Bombieri N, Pulvirenti A, Giugno R",Comprehensive Reconstruction and Visualization of Non-Coding Regulatory Networks in Human,Frontiers in Bioengineering and Biotechnology,25540777,10.3389/fbioe.2014.00069,PMC4261811,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4261811
632,2014 Nov 20,"Chelliah V, Juty N, Ajmera I, Ali R, Dumousseau M, Glont M, Hucka M, Jalowicki G, Keating S, Knight-Schrijver V, Lloret-Villas A, Natarajan KN, Pettit JB, Rodriguez N, Schubert M, Wimalaratne SM, Zhao Y, Hermjakob H, Le Novère N, Laibe C",BioModels: ten-year anniversary,Nucleic Acids Research,25414348,10.1093/nar/gku1181,PMC4383975,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4383975
633,2014 Oct 27,"Kibbe WA, Arze C, Felix V, Mitraka E, Bolton E, Fu G, Mungall CJ, Binder JX, Malone J, Vasant D, Parkinson H, Schriml LM",Disease Ontology 2015 update: an expanded and updated database of human diseases for linking biomedical knowledge through disease data,Nucleic Acids Research,25348409,10.1093/nar/gku1011,PMC4383880,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4383880
634,2014 Sep 22,"Butler WE, Atai N, Carter B, Hochberg F",Informatic system for a global tissue–fluid biorepository with a graph theory–oriented graphical user interface,Journal of Extracellular Vesicles,25317275,10.3402/jev.v3.24247,PMC4172698,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4172698
635,2014 Aug 15,"Wimalaratne SM, Grenon P, Hermjakob H, Le Novère N, Laibe C",BioModels linked dataset,BMC Systems Biology,25182954,10.1186/s12918-014-0091-5,PMC4423647,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4423647
636,2014 Jul 10,"Wu H, Fujiwara T, Yamamoto Y, Bolleman J, Yamaguchi A",BioBenchmark Toyama 2012: an evaluation of the performance of triple stores on biological data,Journal of Biomedical Semantics,25089180,10.1186/2041-1480-5-32,PMC4118313,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4118313
637,2014 Jun 16,"Vos RA, Biserkov JV, Balech B, Beard N, Blissett M, Brenninkmeijer C, van Dooren T, Eades D, Gosline G, Groom QJ, Hamann TD, Hettling H, Hoehndorf R, Holleman A, Hovenkamp P, Kelbert P, King D, Kirkup D, Lammers Y, DeMeulemeester T, Mietchen D, Miller JA, Mounce R, Nicolson N, Page R, Pawlik A, Pereira S, Penev L, Richards K, Sautter G, Shorthouse DP, Tähtinen M, Weiland C, Williams AR, Sierra S",Enriched biodiversity data as a resource and service,Biodiversity Data Journal,25057255,10.3897/BDJ.2.e1125,PMC4092319,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4092319
