PMID,PMCID,DOI,Link Attachments,Title,1st B-Shortlist,2nd B-Shortlist,final decision,Category - 1st reviewer,Category - 2nd reviewer,Resource name,Availability,Updates,Used DB,Content,Reason for including/ excluding,Keywords,Reviewer keyword annotations,MeSH terms,Date,Author,Publication Title
30535239,PMC6323912,10.1093/nar/gky984,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6323912; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6323912/,PDX Finder: A portal for patient-derived tumor xenograft model discovery; PDX Finder: A portal for patient-derived tumor xenograft model discovery.,Y,Y,Y,ONTOLOGY,ONTOLOGY,PDX Finder,http://www.pdxfinder.org,,Neo4j,A comprehensive open global catalog of patient-derived tumor xenograft models and their associated datasets,inlcuded: the data is stored in a Neo4j database,,SB:Cancer,"Mice; Xenograft Model Antitumor Assays; Information Storage and Retrieval [methods]; Metadata [statistics & numerical data]; Neoplasms [genetics]; Databases, Factual; Internet; Humans; Genomics [methods]; Computational Biology [methods]; Gene Expression Regulation, Neoplastic; Animals",2018 Dec 7; 2019-01-08,"Conte N, Mason JC, Halmagyi C, Neuhauser S, Mosaku A, Yordanova G, Chatzipli A, Begley DA, Krupke DM, Parkinson H, Meehan TF, Bult CC; Mason, Jeremy C; Halmagyi, Csaba; Yordanova, Galabina; Chatzipli, Aikaterini; Meehan, Terrence F; Begley, Dale A; Bult, Carol C; Parkinson, Helen; Neuhauser, Steven; Conte, Nathalie; Mosaku, Abayomi; Krupke, Debra M",Nucleic Acids Research
29723213,PMC5933701,10.1371/journal.pone.0195271,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5933701/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5933701,ResearchMaps.org for integrating and planning research.; ResearchMaps.org for integrating and planning research,Y,Y,Y,SOFTWARE; INTEGRATED,SOFTWARE,ResearchMaps,http://researchmaps.org/,,Neo4j,"A free, open-source web application that allows biologists to create research maps, graph-based representations of empirical evidence and hypothetical assertions found in research articles, reviews, and other sources",included: the data is stored in a Neo4j database,,general biomed,Biology; Research [statistics & numerical data]; Internet; Computer Graphics,2018 May 3; 2018-05-03,"Silva, Alcino J.; Beckemeyer, Barry; Doshi, Pranay; Speier, William; Wang, Wei; Wood, Justin; Matiasz, Nicholas J.; Hsu, William; Matiasz NJ, Wood J, Doshi P, Speier W, Beckemeyer B, Wang W, Hsu W, Silva AJ",PLoS ONE
29684165,PMC6556902,10.1093/bib/bby025,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6556902; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6556902/,Navigating the disease landscape: knowledge representations for contextualizing molecular signatures; Navigating the disease landscape: knowledge representations for contextualizing molecular signatures.,N,Y?,N,REVIEW,REVIEW,,,,,"Discussing knowledge representations for biological context of molecular signatures: pathway mapping, molecular network centric approaches and representing biological statements as KGs",excluded: out of scope,multi-omics; molecular medicine; precision medicine; integrated knowledge networks; disease modeling,multi-omics; precision medicine,Molecular Medicine; Precision Medicine; Computational Biology; Humans,2018 Apr 19; 2018-04-19,"Tsunoda, Tatsuhiko; Auffray, Charles; Lysenko, Artem; Guo, Yi-Ke; Saqi M, Lysenko A, Guo YK, Tsunoda T, Auffray C; Saqi, Mansoor",Briefings in Bioinformatics
29668682,PMC5927471,10.1371/journal.pcbi.1006099,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5927471/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5927471,Biogeography and environmental conditions shape bacteriophage-bacteria networks across the human microbiome; Biogeography and environmental conditions shape bacteriophage-bacteria networks across the human microbiome.,N,N,N,METHOD,METHOD,,,,Neo4j,Implementing a network-based analytical approach to describe phage-bacteria network diversity throughout the human body,excluded: out of scope,,microbiome,"Bacteriophages [genetics]; Metagenomics; Diet; Microbiota [genetics]; Bacteria [genetics]; Bacterial Physiological Phenomena; Phylogeography; Humans; Microbial Consortia [genetics]; Skin [microbiology]; Computational Biology; Models, Biological",2018-04-18; 2018 Apr 18,"Koutra, Danai; Schloss, Patrick D.; Hannigan GD, Duhaime MB, Koutra D, Schloss PD; Duhaime, Melissa B.; Hannigan, Geoffrey D.",PLoS Computational Biology
29649665,PMC6039303,10.1016/j.ijpddr.2018.03.006,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6039303; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6039303/,"The anti-fecundity effect of 5-azacytidine (5-AzaC) on Schistosoma mansoni is linked to dis-regulated transcription, translation and stem cell activities.; The anti-fecundity effect of 5-azacytidine (5-AzaC) on Schistosoma mansoni is linked to dis-regulated transcription, translation and stem cell activities",N,Y?,N,INTEGRATED,INTEGRATED,,,,Neo4j,"Providing evidence that the anti-fecundity effect of 5-AzaC on Schistosoma mansoni is linked to dis-regulated transcription, translation and stem cell activities",excluded: out of scope,Schistosoma mansoni; RNA-Seq; Epigenetics; 5-Azacytidine; Protein synthesis; Stem cells; Fecundity,reducing bacterial trasmission; immunology,"Terminal Repeat Sequences [genetics]; Transcriptome; Stem Cells [drug effects]; Azacitidine [pharmacology]; Fertility [drug effects]; Sequence Analysis, RNA; Schistosomiasis mansoni [parasitology]; Gene Expression Profiling; Schistosoma mansoni [cytology]; Female; DNA Methylation [drug effects]; Citric Acid Cycle [drug effects]; Animals; Gene Expression Regulation [drug effects]",2018-04-01; 2018 Apr 1,"Swain, Martin T.; Chaparro, Cristian; Geyer, Kathrin K.; Geyer KK, Munshi SE, Vickers M, Squance M, Wilkinson TJ, Berrar D, Chaparro C, Swain MT, Hoffmann KF; Vickers, Martin; Hoffmann, Karl F.; Wilkinson, Toby J.; Munshi, Sabrina E.; Squance, Michael; Berrar, Daniel",International Journal for Parasitology: Drugs and Drug Resistance
29587366,PMC5948496,10.3390/s18040965,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5948496/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5948496,Efficient Proximity Computation Techniques Using ZIP Code Data for Smart Cities; Efficient Proximity Computation Techniques Using ZIP Code Data for Smart Cities (†).; Efficient Proximity Computation Techniques Using ZIP Code Data for Smart Cities,N,N,N,METHOD,METHOD,,,,,Implementing efficient proximity computation techniques using ZIP code data for smart cities,excluded: out of scope,data models; smart city; ZIP code data; proximity computation,data integration; Smart city,,2018-03-24; 2018 Mar 24,"Kwon, Joonho; Choi, Yoon-Ho; Hong, Bonghee; Murdani, Muhammad Harist; Murdani MH, Kwon J, Choi YH, Hong B","Sensors (Basel, Switzerland)"
29529268,PMC5887897,10.1093/nar/gky136,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5887897; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5887897/,Metaviz: interactive statistical and visual analysis of metagenomic data.; Metaviz: interactive statistical and visual analysis of metagenomic data,Y,N,N,SOFTWARE,SOFTWARE,Metaviz,http://metaviz.cbcb.umd.edu/,,Neo4j,A tool for interactive exploratory data analysis of annotated microbiome taxonomic community profiles derived from marker gene or whole metagenome shotgun sequencing,excluded: resource not available,,microbiomes; general biomed,Diarrhea [diagnosis]; Metagenomics [methods]; Bacteria [classification]; Metagenome [genetics]; Reproducibility of Results; Child; Web Browser; Internet; Humans; Whole Genome Sequencing [methods]; Computational Biology [methods],2018-04-06; 2018 Feb 26,"Corrada Bravo, Héctor; Zhang, Alexander; Mahurkar, Anup; Felix, Victor; Elmqvist, Niklas; Wagner J, Chelaru F, Kancherla J, Paulson JN, Zhang A, Felix V, Mahurkar A, Elmqvist N, Corrada Bravo H; Chelaru, Florin; Paulson, Joseph N; Wagner, Justin; Kancherla, Jayaram",Nucleic Acids Research
29342271,PMC5913624,10.1093/ije/dyx251,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5913624; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5913624/,MELODI: Mining Enriched Literature Objects to Derive Intermediates.; MELODI: Mining Enriched Literature Objects to Derive Intermediates,Y,Y,Y,SOFTWARE,SOFTWARE,MELODI,http://www.melodi.biocompute.org.uk/,,Neo4j,A literature mining platform that can identify mechanistic pathways between biomedical concepts,included: the data is stored in a Neo4j database,Data mining; risk factors; publications,general biomed,,2018 Jan 12; 2018-04,"Lynch, Brigid M; Elsworth, Benjamin; Elsworth B, Dawe K, Vincent EE, Langdon R, Lynch BM, Martin RM, Relton C, Higgins JP, Gaunt TR; Dawe, Karen; Vincent, Emma E; Relton, Caroline; Martin, Richard M; Higgins, Julian P T; Langdon, Ryan; Gaunt, Tom R",International Journal of Epidemiology
29186292,PMC6031061,10.1093/bioinformatics/btx739,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6031061; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6031061/,SATORI: a system for ontology-guided visual exploration of biomedical data repositories; SATORI: a system for ontology-guided visual exploration of biomedical data repositories.,Y,Y,Y,SOFTWARE; ONTOLOGY,ONTOLOGY,SATORI,http://satori.refinery-platform.org/,,Neo4j,An integrative search and visual exploration interface for the exploration of biomedical data repositories,included: the ontologies are stored in a Neo4j database,,general biomed,Biological Ontologies; Metadata; Semantics; Internet; Software; Humans; Computational Biology [methods]; Animals,2018-04-01; 2017 Nov 23,"Lekschas, Fritz; Lekschas F, Gehlenborg N; Gehlenborg, Nils",Bioinformatics
29220451,PMC5569678,10.1093/database/bax059,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5569678/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5569678,BioSearch: a semantic search engine for Bio2RDF; BioSearch: a semantic search engine for Bio2RDF.,N,N,N,SOFTWARE,INTEGRATED,BioSearch,http://ws.nju.edu.cn/biosearch/,yes,,Proposing a semantic search engine that uses ontologies to enhance federated query construction and organize search results,excluded: out of scope,,computational biology; data integration,"Search Engine; Semantic Web; Software; Databases, Factual",2017-08-08; 2017 Aug 8,"Hu, Wei; Dumontier, Michel; Hu W, Qiu H, Huang J, Dumontier M; Qiu, Honglei; Huang, Jiacheng",Database: The Journal of Biological Databases and Curation
29430330,PMC5804740,10.1145/3097983.3098057,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5804740/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5804740,MOLIERE: Automatic Biomedical Hypothesis Generation System.; MOLIERE: Automatic Biomedical Hypothesis Generation System,N,N,N,METHOD,INTEGRATED,MOLIERE,http://jsybran.people.clemson.edu/mForm.php,,Neo4j,Implementing an automatic biomedical hypothesis generation system,excluded: resource not available,,computational biology; biomedicine,,2017-08; 2017 Aug,"Sybrandt J, Shtutman M, Safro I; Shtutman, Michael; Sybrandt, Justin; Safro, Ilya",KDD : proceedings. International Conference on Knowledge Discovery & Data Mining
28764813,PMC5540339,10.1186/s13326-017-0133-1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5540339/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5540339,An ontology-driven tool for structured data acquisition using Web forms.; An ontology-driven tool for structured data acquisition using Web forms,N,N,N,METHOD,METHOD,,,,,Developing an ontology-based structured data acquisition system using Web forms,excluded: out of scope,OWL; Structured data; Ontology; Data acquisition; Form generation,computer science,Biological Ontologies; Information Storage and Retrieval [methods]; Internet; Software,2017 Aug 1; 2017-08-01,"Gonçalves, Rafael S.; Tu, Samson W.; Tierney, Michael J.; Nyulas, Csongor I.; Gonçalves RS, Tu SW, Nyulas CI, Tierney MJ, Musen MA; Musen, Mark A.",Journal of Biomedical Semantics
28828200,PMC5545777,10.4103/jpi.jpi_29_17,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5545777/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5545777,PathEdEx - Uncovering High-explanatory Visual Diagnostics Heuristics Using Digital Pathology and Multiscale Gaze Data.; PathEdEx – Uncovering High-explanatory Visual Diagnostics Heuristics Using Digital Pathology and Multiscale Gaze Data,N,N,N,SOFTWARE,SOFTWARE,PathEdEx,,,Neo4j,Presenting an informatics computational framework that incorporates whole-slide digital pathology imaging with multiscale gaze-tracking technology,excluded: out of scope,pathology diagnosis; eye tracking; visual heuristics; visual knowledge; whole slide images; gaze tracking; Digital pathology,health; imaging,,2017-07-25; 2017 Jul 25,"Shyu, Chi-Ren; Doll, Donald; Kovalenko, Mikhail; Shin D, Kovalenko M, Ersoy I, Li Y, Doll D, Shyu CR, Hammer R; Ersoy, Ilker; Li, Yu; Hammer, Richard; Shin, Dmitriy",Journal of Pathology Informatics
29479126,PMC5821473,10.1111/cgf.13184,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821473; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821473/,Graffinity: Visualizing Connectivity in Large Graphs; Graffinity: Visualizing Connectivity in Large Graphs.,Y,Y,Y,SOFTWARE; METHOD,SOFTWARE,Graffinity,https://github.com/visdesignlab/graffinity,,Neo4j,Visualizing Connectivity in Large Graphs with neuroscience in mind,included: the data is stored in a Neo4j database,,computer science,,2017-06; 2017 Jul 4,"Lex, A.; Marc, R.E.; Kerzner, E.; Meyer, M.; Kerzner E, Lex A, Sigulinsky CL, Umess T, Jones BW, Marc RE, Meyer M; Umess, T.; Sigulinsky, C.L.; Jones, B.W.",Computer graphics forum : journal of the European Association for Computer Graphics
28504472,PMC5445227,10.1002/psp4.12171,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5445227/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5445227,Thoughtflow: Standards and Tools for Provenance Capture and Workflow Definition to Support Model‐Informed Drug Discovery and Development; Thoughtflow: Standards and Tools for Provenance Capture and Workflow Definition to Support Model-Informed Drug Discovery and Development.,N,N,N,METHOD,METHOD,,,,,"Proposing a set of standards to facilitate the capture, storage, and reporting of knowledge in the context of model‐informed drug discovery and development",excluded: out of scope,,computational pharmacology,"Workflow; Software; Humans; Drug Discovery; Models, Biological",2017-05; 2017 May 15,"Beer, M; Kaye, R; Moodie, S; Harnisch, L; Smith, G; Smith, MK; Wilkins, JJ; Wilkins J, Chan P, Chard J, Smith G, Smith M, Beer M, Dunn A, Flandorfer C, Franklin C, Gomeni R, Harnisch L, Kaye R, Moodie S, Sardu M, Wang E, Watson E, Wolstencroft K, Cheung S, on behalf of the DDMoRe Consortium; Dunn, A; Flandorfer, C; Wolstencroft, K; Chan, PLS; Gomeni, R; Watson, E; Wang, E; Sardu, ML; Cheung, SYA; Franklin, C; Chard, J",CPT: Pharmacometrics & Systems Pharmacology
28383659,PMC5570157,10.1093/nar/gkx237,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5570157; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5570157/,The Proteins API: accessing key integrated protein and genome information.; The Proteins API: accessing key integrated protein and genome information,Y,Y,Y,INTEGRATED,INTEGRATED,The Protein API,http://www.ebi.ac.uk/proteins/api/doc,yes,Neo4j,"A tool that provides searching and programmatic access to protein and associated genomics data such as curated protein sequence positional annotations from UniProtKB, as well as mapped variation and proteomics data from large scale data sources",included: the data is stored in a Neo4j database,,general biomed,"Genome, Human; Copper-Transporting ATPases [genetics]; Mice; Biomarkers [metabolism]; Databases, Genetic; Molecular Sequence Annotation; User-Computer Interface; Hepatolenticular Degeneration [genetics]; Gene Expression; Internet; Humans; Animals; Proteomics [methods]",2017-07-03; 2017 Apr 5,"Luo, Jie; Alpi, Emanuele; Bursteinas, Borisas; Antunes, Ricardo; Gonzales, Leonardo; Qi, Guoying; Nightingale A, Antunes R, Alpi E, Bursteinas B, Gonzales L, Liu W, Luo J, Qi G, Turner E, Martin M; Liu, Wudong; Nightingale, Andrew; Turner, Edd; Martin, Maria",Nucleic Acids Research
27942090,PMC5146994,10.1111/cgf.12883,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5146994/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5146994,Pathfinder: Visual Analysis of Paths in Graphs.; Pathfinder: Visual Analysis of Paths in Graphs,Y,Y,Y,SOFTWARE,SOFTWARE,Pathfinder,http://demo.caleydo.org/pathfinder/,,Neo4j,Introducing a technique for visual analysis of paths in graphs,included: The backend of the work is done in eno4j. Pathfinder is a graph travesal approach with constraints and is used here for biological pathway exploration.,,,,2016-06; 2016 Jul 4,"Gratzl, S.; Schmalstieg, D.; Lex, A.; Partl, C.; Partl C, Gratzl S, Streit M, Wassermann AM, Pfister H, Schmalstieg D, Lex A; Streit, M.; Wassermann, A. M.; Pfister, H.",Computer graphics forum : journal of the European Association for Computer Graphics
27275187,PMC4893829,10.1186/s13321-016-0144-4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4893829/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4893829,Advanced SPARQL querying in small molecule databases.; Advanced SPARQL querying in small molecule databases,Y,Y?,Y,INTEGRATED,INTEGRATED,ChemRDF,https://bioinfo.uochb.cas.cz/projects/chemRDF,,Virtuoso (RDF),"A database system that adresses certain shortcomings of RDF databases that make their use restrictive or challenging for common users, demonstrated on the ChEBI database ",included: example of using extended SPARQL queries for retrieving biochemical data,Resource Description Framework; SPARQL query language; Database of small molecules,chemistry,,2016 Jun 6; 2016-06-06,"Michlíková, Vendula; Galgonek, Jakub; Schwarz, Jan; Vondrášek, Jiří; Galgonek J, Hurt T, Michlíková V, Onderka P, Schwarz J, Vondrášek J; Onderka, Petr; Hurt, Tomáš",Journal of Cheminformatics
